x,y
0.0,0.7780394898766463
0.010101010101010102,0.8499173062112708
0.020202020202020204,0.5171420215838017
0.030303030303030304,0.2836980968959135
0.04040404040404041,1.3751706448493233
0.05050505050505051,0.2842397918726847
0.06060606060606061,0.4496195763062768
0.07070707070707072,0.7573923698347143
0.08080808080808081,0.4136808349861062
0.09090909090909091,1.115384042408956
0.10101010101010102,0.8680792171280195
0.11111111111111112,0.6675996495321286
0.12121212121212122,1.1055377168930276
0.13131313131313133,0.09081392084292617
0.14141414141414144,0.6529542932244895
0.15151515151515152,0.14553812205070762
0.16161616161616163,0.9580379244084929
0.17171717171717174,0.15092143895856555
0.18181818181818182,0.3746439105534634
0.19191919191919193,0.32148226594704354
0.20202020202020204,-0.09706228723725216
0.21212121212121213,-0.4646991824828989
0.22222222222222224,0.48588659676186763
0.23232323232323235,-0.7657045261600424
0.24242424242424243,-0.6403917184513737
0.25252525252525254,-0.28593882715028146
0.26262626262626265,0.5335749940819392
0.27272727272727276,-0.21065410132336887
0.2828282828282829,-0.5701974823549398
0.29292929292929293,0.026088091829811366
0.30303030303030304,0.3073660015928554
0.31313131313131315,-0.1402559518465284
0.32323232323232326,-0.186656746196337
0.33333333333333337,0.0723207589781053
0.3434343434343435,-0.09600437269110126
0.3535353535353536,0.0010131404248603648
0.36363636363636365,-0.7201878813171068
0.37373737373737376,-0.607957575456413
0.38383838383838387,0.5059886157374721
0.393939393939394,0.39397061889471396
0.4040404040404041,1.085944027308441
0.4141414141414142,-0.41390803015610755
0.42424242424242425,0.3933315788679637
0.43434343434343436,0.05491385657215969
0.4444444444444445,0.6880351287471306
0.4545454545454546,0.3203727881354281
0.4646464646464647,0.8087855476040193
0.4747474747474748,0.9527013134584243
0.48484848484848486,0.29483727544730665
0.494949494949495,1.3275508868499872
0.5050505050505051,1.2977292587430453
0.5151515151515152,0.27747402805552346
0.5252525252525253,1.411703463493788
0.5353535353535354,0.6765715121927691
0.5454545454545455,0.8665239635902846
0.5555555555555556,1.0234849515548252
0.5656565656565657,0.8311658882497767
0.5757575757575758,1.4371954579810915
0.5858585858585859,1.727395156550187
0.595959595959596,1.561107039763419
0.6060606060606061,1.7059719574491776
0.6161616161616162,0.6932982760477344
0.6262626262626263,1.7011397064851757
0.6363636363636365,2.1624446138756963
0.6464646464646465,2.2519343315023272
0.6565656565656566,2.54728092855
0.6666666666666667,2.0377819462732747
0.6767676767676768,1.6796442317581988
0.686868686868687,1.9571174804588216
0.696969696969697,1.8293376080565449
0.7070707070707072,1.5194542969149787
0.7171717171717172,2.522919058756483
0.7272727272727273,2.093316984768811
0.7373737373737375,1.7125050191968292
0.7474747474747475,1.2508858282573072
0.7575757575757577,1.7022041839357624
0.7676767676767677,2.1565170970763874
0.7777777777777778,1.608133917781765
0.787878787878788,1.6345705453369135
0.797979797979798,2.285573271625816
0.8080808080808082,0.5748973555773618
0.8181818181818182,1.6100667319076585
0.8282828282828284,0.49315938587377084
0.8383838383838385,2.351458812842023
0.8484848484848485,2.0977884734854557
0.8585858585858587,1.0520132250430172
0.8686868686868687,1.054761759837673
0.8787878787878789,1.1816765514125032
0.888888888888889,1.6586537515819655
0.8989898989898991,1.6591834119376654
0.9090909090909092,1.9318664207359904
0.9191919191919192,1.4771962374420307
0.9292929292929294,1.4409877406832605
0.9393939393939394,1.5561166377369178
0.9494949494949496,1.1851405490670694
0.9595959595959597,1.1559109571951192
0.9696969696969697,1.0248956148415185
0.9797979797979799,1.3423630896312406
0.98989898989899,1.7031576988829036
1.0,0.5294243241612797
